Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4zv2gSk8FxH8FGGWXvA8qq,"2wPsNCwhEGb0KvChZ5DD52,2Bu3DMTHHdXW4jnhoWHhPa","Udhichuyarnnu Mamala","Ayyappa Devotional Songs Malayalam, Vol. 6","K. J. Yesudas,Chorus",1986,309629,22,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:49:29Z,"filmi,mollywood,vintage broadway",0.712,0.721,9,-5.063,1,0.0335,0.697,0.000204,0.14,0.911,150.195,4
1fVAX7MPzPwr01UcJZFtaW,"2ae6PxICSOZHvjqiCcgon8","Ayyappa Abhayam","Sri Ayyappa Bhakthi Maala - Telugu Devotional Songs","S. P. Balasubrahmanyam",2012-02-15,232560,21,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:49:49Z,"filmi",0.7,0.55,4,-8.611,1,0.237,0.697,0.0596,0.394,0.677,99.249,4
6VOByOkqVwtelcf8qOThal,"3lbH6noLPe7Pn1ryAbtBBq","Prabhu app ki udaarta ka paar nahi","God's Gift: Hindi Devotional Songs","Brahma Kumaris",2008-11-11,368586,18,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:49:53Z,"world meditation",0.376,0.357,10,-13.041,0,0.029,0.818,0,0.159,0.643,142.993,3
05l8kWN0iiunIpkX7ty51q,"2wPsNCwhEGb0KvChZ5DD52","Vrischika Pularvela","Ayyappa Devotional Songs Malayalam, Vol. 6","K. J. Yesudas",1986,268721,20,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:49:58Z,"filmi,mollywood",0.675,0.48,7,-5.954,1,0.0426,0.606,0.000397,0.332,0.674,99.762,4
2gJQntErimvMwclfnOEXkI,"2ae6PxICSOZHvjqiCcgon8","Ayyappa Saranam","Sri Ayyappa Bhakthi Maala - Telugu Devotional Songs","S. P. Balasubrahmanyam",2012-02-15,318275,19,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:01Z,"filmi",0.58,0.688,7,-8.064,1,0.22,0.432,0,0.598,0.741,119.797,4
3lhAI3uwoTRmHqkC8beDhT,"4tGWdSKKqKmaVQogfAFnlx","Devi Karumariamma","Tamil Top 30 Devotional Songs","L. R. Eswari",1980-08-01,174080,19,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:04Z,"classic kollywood,filmi",0.491,0.405,7,-13.366,0,0.0755,0.982,0.011,0.149,0.93,151.864,3
4fDgkZ04oYJVbJ5wMHRUTa,"4OTsinUjquvK195Hgs3u8I","Paluke Bangaramayenaa","Sri Bhadrachala Ramadas Keerthanams - Telugu Devotional Songs","M. Balamuralikrishna",1977-02-01,250451,18,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:09Z,"carnatic,carnatic vocal,indian classical,veena",0.643,0.458,0,-9.472,0,0.11,0.982,0.0012,0.17,0.712,95.162,4
0lspilz9qG4FAck6CPZcWf,"0w4e7HVbqAHFPN6VkIlvhe","Om Gan Ganapataye Namo","Ganesh Chaturthi Special (Hindi Devotional Songs)","Suresh Wadkar",2016-07-01,448995,25,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:12Z,"bhajan,classic bollywood,desi pop,filmi,ghazal,modern bollywood",0.776,0.55,10,-10.865,1,0.0702,0.354,0.0000023,0.104,0.686,140.954,4
4zOuKWJtvJACcrdTlnTvkg,"4I5QgST39jQbLzuWTgUKcX,1mMKKbLFrIqfOzLqFuGBRt","Tim Tim Timbali","Ganesh Chaturthi Special (Marathi Devotional Songs)","Ravindra Sathe,Anupama",2016-07-01,351738,19,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:14Z,"mantra,filmi",0.57,0.697,7,-10.492,1,0.0556,0.745,0,0.0472,0.808,82.33,4
1X8lrha4t6ry9ZWVdaVacm,"4tGWdSKKqKmaVQogfAFnlx","Kalamennum","Tamil Top 30 Devotional Songs","L. R. Eswari",1980-08-01,218920,20,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:17Z,"classic kollywood,filmi",0.516,0.549,10,-11.884,0,0.0739,0.815,0.00492,0.326,0.719,91.745,4
45AVYGTkYbY15xp5G8ZImI,"4y01WeCT5mNIAYRPjJ4sgj","Aadhi Sakthi Velkondu","T M Sounderarajan - Devotional Songs - Vol.3","T. M. Soundararajan",1998-05-01,299973,18,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:50:22Z,"classic kollywood,filmi",0.335,0.817,10,-8.97,1,0.22,0.618,0.0000135,0.538,0.914,179.285,3
4OZ5FuNkw1Tqj8hOFlTQru,"2wPsNCwhEGb0KvChZ5DD52","Saranam Ayyappa","Devotional Songs -Revival By K J Yesudas","K. J. Yesudas",2006-09-01,206373,34,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:51:00Z,"filmi,mollywood",0.465,0.537,4,-11.44,1,0.034,0.724,0.00012,0.244,0.958,149.937,3
14CDEI5ne6nJ5G3lza9pUl,"2wPsNCwhEGb0KvChZ5DD52","Pamba Nadhiyude","Devotional Songs -Revival By K J Yesudas","K. J. Yesudas",2006-09-01,280000,6,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:51:13Z,"filmi,mollywood",0.58,0.621,7,-5.669,1,0.0371,0.559,0.000136,0.238,0.839,99.387,4
13lEjNwQIJRxsTOBNAQFAF,"2wPsNCwhEGb0KvChZ5DD52","Pandu Padiya","Devotional Songs -Revival By K J Yesudas","K. J. Yesudas",2006-09-01,205360,6,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:51:17Z,"filmi,mollywood",0.561,0.484,9,-7.335,0,0.0364,0.596,0,0.0909,0.828,101.754,4
0oH3dzqc5acc4GcVSC0rjp,"2wPsNCwhEGb0KvChZ5DD52","Swarnathinu Sugantham","Devotional Songs -Revival By K J Yesudas","K. J. Yesudas",2006-09-01,253293,8,spotify:user:31k2rcy4wlqfw75osfqjgei76qx4,2021-12-15T08:51:22Z,"filmi,mollywood",0.576,0.699,2,-5.22,1,0.0338,0.225,0,0.327,0.792,108.779,4
